State,County FIPS Code,County or Equivalent,Seat
Alabama,1001,Autauga County,Prattville
Alabama,1003,Baldwin County,Bay Minette
Alabama,1005,Barbour County,Clayton
Alabama,1007,Bibb County,Centreville
Alabama,1009,Blount County,Oneonta
Alabama,1011,Bullock County,Union Springs
Alabama,1013,Butler County,Greenville
Alabama,1015,Calhoun County,Anniston
Alabama,1017,Chambers County,LaFayette
Alabama,1019,Cherokee County,Centre
Alabama,1021,Chilton County,Clanton
Alabama,1023,Choctaw County,Butler
Alabama,1025,Clarke County,Grove Hill
Alabama,1027,Clay County,Ashland
Alabama,1029,Cleburne County,Heflin
Alabama,1031,Coffee County,Elba
Alabama,1033,Colbert County,Tuscumbia
Alabama,1035,Conecuh County,Evergreen
Alabama,1037,Coosa County,Rockford
Alabama,1039,Covington County,Andalusia
Alabama,1041,Crenshaw County,Luverne
Alabama,1043,Cullman County,Cullman
Alabama,1045,Dale County,Ozark
Alabama,1047,Dallas County,Selma
Alabama,1049,DeKalb County,Fort Payne
Alabama,1051,Elmore County,Wetumpka
Alabama,1053,Escambia County,Brewton
Alabama,1053,Escambia County,Brewton
Alabama,1055,Etowah County,Gadsden
Alabama,1057,Fayette County,Fayette
Alabama,1059,Franklin County,Russellville
Alabama,1061,Geneva County,Geneva
Alabama,1063,Greene County,Eutaw
Alabama,1065,Hale County,Greensboro
Alabama,1067,Henry County,Abbeville
Alabama,1069,Houston County,Dothan
Alabama,1071,Jackson County,Scottsboro
Alabama,1073,Jefferson County,Birmingham
Alabama,1075,Lamar County,Vernon
Alabama,1077,Lauderdale County,Florence
Alabama,1079,Lawrence County,Moulton
Alabama,1081,Lee County,Opelika
Alabama,1083,Limestone County,Athens
Alabama,1085,Lowndes County,Hayneville
Alabama,1087,Macon County,Tuskegee
Alabama,1089,Madison County,Huntsville
Alabama,1091,Marengo County,Linden
Alabama,1093,Marion County,Hamilton
Alabama,1095,Marshall County,Guntersville
Alabama,1097,Mobile County,Mobile
Alabama,1099,Monroe County,Monroeville
Alabama,1101,Montgomery County,Montgomery
Alabama,1103,Morgan County,Decatur
Alabama,1105,Perry County,Marion
Alabama,1107,Pickens County,Carrollton
Alabama,1109,Pike County,Troy
Alabama,1111,Randolph County,Wedowee
Alabama,1113,Russell County,Phenix City
Alabama,1117,Shelby County,Columbiana
Alabama,1115,St. Clair County,Ashville
Alabama,1119,Sumter County,Livingston
Alabama,1121,Talladega County,Talladega
Alabama,1123,Tallapoosa County,Dadeville
Alabama,1125,Tuscaloosa County,Tuscaloosa
Alabama,1127,Walker County,Jasper
Alabama,1129,Washington County,Chatom
Alabama,1131,Wilcox County,Camden
Alabama,1133,Winston County,Double Springs
Alaska,2013,Aleutians East Borough,Sand Point
Alaska,2020,Anchorage,Anchorage
Alaska,2060,Bristol Bay Borough,Naknek
Alaska,2068,Denali Borough,Healy
Alaska,2090,Fairbanks North Star Borough,Fairbanks
Alaska,2100,Haines Borough,Haines
Alaska,2122,Kenai Peninsula Borough,Soldotna
Alaska,2130,Ketchikan Gateway Borough,Ketchikan
Alaska,2150,Kodiak Island Borough,Kodiak
Alaska,2164,Lake and Peninsula Borough,King Salmon
Alaska,2170,Matanuska-Susitna Borough,Palmer
Alaska,2185,North Slope Borough,Utqiagvik
Alaska,2188,Northwest Arctic Borough,Kotzebue
Alaska,2220,Sitka Borough,Sitka
Alaska,2230,Skagway,Skagway
Alaska,2275,Wrangell Borough,Wrangel
Alaska,2282,Yakutat Borough,Yakutat
Arizona,4001,Apache County,St. Johns
Arizona,4003,Cochise County,Bisbee
Arizona,4005,Coconino County,Flagstaff
Arizona,4007,Gila County,Globe
Arizona,4009,Graham County,Safford
Arizona,4011,Greenlee County,Clifton
Arizona,4012,La Paz County,Parker
Arizona,4013,Maricopa County,Phoenix
Arizona,4015,Mohave County,Kingman
Arizona,4017,Navajo County,Holbrook
Arizona,4019,Pima County,Tucson
Arizona,4021,Pinal County,Florence
Arizona,4023,Santa Cruz County,Nogales
Arizona,4025,Yavapai County,Prescott
Arizona,4027,Yuma County,Yuma
Arkansas,5001,Arkansas County,DeWitt
Arkansas,5003,Ashley County,Hamburg
Arkansas,5005,Baxter County,Mountain Home
Arkansas,5007,Benton County,Bentonville
Arkansas,5009,Boone County,Harrison
Arkansas,5011,Bradley County,Warren
Arkansas,5013,Calhoun County,Hampton
Arkansas,5015,Carroll County,Berryville
Arkansas,5017,Chicot County,Lake Village
Arkansas,5019,Clark County,Arkadelphia
Arkansas,5021,Clay County,Piggott
Arkansas,5023,Cleburne County,Heber Springs
Arkansas,5025,Cleveland County,Rison
Arkansas,5027,Columbia County,Magnolia
Arkansas,5029,Conway County,Morrilton
Arkansas,5031,Craighead County,Lake City
Arkansas,5033,Crawford County,Van Buren
Arkansas,5035,Crittenden County,Marion
Arkansas,5037,Cross County,Wynne
Arkansas,5039,Dallas County,Fordyce
Arkansas,5041,Desha County,Arkansas City
Arkansas,5043,Drew County,Monticello
Arkansas,5045,Faulkner County,Conway
Arkansas,5047,Franklin County,Charleston
Arkansas,5049,Fulton County,Salem
Arkansas,5051,Garland County,Hot Springs
Arkansas,5053,Grant County,Sheridan
Arkansas,5055,Greene County,Paragould
Arkansas,5057,Hempstead County,Hope
Arkansas,5059,Hot Spring County,Malvern
Arkansas,5061,Howard County,Nashville
Arkansas,5063,Independence County,Batesville
Arkansas,5065,Izard County,Melbourne
Arkansas,5067,Jackson County,Newport
Arkansas,5069,Jefferson County,Pine Bluff
Arkansas,5071,Johnson County,Clarksville
Arkansas,5073,Lafayette County,Lewisville
Arkansas,5075,Lawrence County,Walnut Ridge
Arkansas,5077,Lee County,Marianna
Arkansas,5079,Lincoln County,Star City
Arkansas,5081,Little River County,Ashdown
Arkansas,5083,Logan County,Booneville
Arkansas,5085,Lonoke County,Lonoke
Arkansas,5087,Madison County,Huntsville
Arkansas,5089,Marion County,Yellville
Arkansas,5091,Miller County,Texarkana
Arkansas,5093,Mississippi County,Blytheville
Arkansas,5095,Monroe County,Clarendon
Arkansas,5097,Montgomery County,Mount Ida
Arkansas,5099,Nevada County,Prescott
Arkansas,5101,Newton County,Jasper
Arkansas,5103,Ouachita County,Camden
Arkansas,5105,Perry County,Perryville
Arkansas,5107,Phillips County,Helena
Arkansas,5109,Pike County,Murfreesboro
Arkansas,5111,Poinsett County,Harrisburg
Arkansas,5113,Polk County,Mena
Arkansas,5115,Pope County,Russellville
Arkansas,5117,Prairie County,Des Arc
Arkansas,5119,Pulaski County,Little Rock
Arkansas,5121,Randolph County,Pocahontas
Arkansas,5125,Saline County,Benton
Arkansas,5127,Scott County,Waldron
Arkansas,5129,Searcy County,Marshall
Arkansas,5131,Sebastian County,Fort Smith
Arkansas,5133,Sevier County,De Queen
Arkansas,5135,Sharp County,Ash Flat
Arkansas,5123,St. Francis County,Forrest City
Arkansas,5137,Stone County,Mountain View
Arkansas,5139,Union County,El Dorado
Arkansas,5141,Van Buren County,Clinton
Arkansas,5143,Washington County,Fayetteville
Arkansas,5145,White County,Searcy
Arkansas,5147,Woodruff County,Augusta
Arkansas,5149,Yell County,Dardanelle
California,6001,Alameda County,Oakland
California,6003,Alpine County,Markleeville
California,6005,Amador County,Jackson
California,6007,Butte County,Oroville
California,6009,Calaveras County,San Andreas
California,6011,Colusa County,Colusa
California,6013,Contra Costa County,Martinez
California,6015,Del Norte County,Crescent City
California,6017,El Dorado County,Placerville
California,6019,Fresno County,Fresno
California,6021,Glenn County,Willows
California,6023,Humboldt County,Eureka
California,6025,Imperial County,El Centro
California,6027,Inyo County,Independence
California,6029,Kern County,Bakersfield
California,6031,Kings County,Hanford
California,6033,Lake County,Lakeport
California,6035,Lassen County,Susanville
California,6037,Los Angeles County,Los Angeles
California,6039,Madera County,Madera
California,6041,Marin County,San Rafael
California,6043,Mariposa County,Mariposa
California,6045,Mendocino County,Ukiah
California,6047,Merced County,Merced
California,6049,Modoc County,Alturas
California,6051,Mono County,Bridgeport
California,6053,Monterey County,Salinas
California,6055,Napa County,Napa
California,6057,Nevada County,Nevada City
California,6059,Orange County,Santa Ana
California,6061,Placer County,Auburn
California,6063,Plumas County,Quincy
California,6065,Riverside County,Riverside
California,6067,Sacramento County,Sacramento
California,6069,San Benito County,Hollister
California,6071,San Bernardino County,San Bernardino
California,6073,San Diego County,San Diego
California,6077,San Joaquin County,Stockton
California,6079,San Luis Obispo County,San Luis Obispo
California,6081,San Mateo County,Redwood City
California,6083,Santa Barbara County,Santa Barbara
California,6085,Santa Clara County,San Jose
California,6087,Santa Cruz County,Santa Cruz
California,6089,Shasta County,Redding
California,6091,Sierra County,Downieville
California,6093,Siskiyou County,Yreka
California,6095,Solano County,Fairfield
California,6097,Sonoma County,Santa Rosa
California,6099,Stanislaus County,Modesto
California,6101,Sutter County,Yuba City
California,6103,Tehama County,Red Bluff
California,6105,Trinity County,Weaverville
California,6107,Tulare County,Visalia
California,6109,Tuolumne County,Sonora
California,6111,Ventura County,Ventura
California,6113,Yolo County,Woodland
California,6115,Yuba County,Marysville
Colorado,8001,Adams County,Brighton
Colorado,8003,Alamosa County,Alamosa
Colorado,8005,Arapahoe County,Littleton
Colorado,8007,Archuleta County,Pagosa Springs
Colorado,8009,Baca County,Springfield
Colorado,8011,Bent County,Las Animas
Colorado,8013,Boulder County,Boulder
Colorado,8014,Broomfield County,Broomfield
Colorado,8015,Chaffee County,Salida
Colorado,8017,Cheyenne County,Cheyenne Wells
Colorado,8019,Clear Creek County,Georgetown
Colorado,8021,Conejos County,Conejos
Colorado,8023,Costilla County,San Luis
Colorado,8025,Crowley County,Ordway
Colorado,8027,Custer County,Westcliffe
Colorado,8029,Delta County,Delta
Colorado,8031,Denver County,Denver
Colorado,8033,Dolores County,Dove Creek
Colorado,8035,Douglas County,Castle Rock
Colorado,8037,Eagle County,Eagle
Colorado,8041,El Paso County,Colorado Springs
Colorado,8039,Elbert County,Kiowa
Colorado,8043,Fremont County,Cañon City
Colorado,8045,Garfield County,Glenwood Springs
Colorado,8047,Gilpin County,Central City
Colorado,8049,Grand County,Hot Sulphur Springs
Colorado,8051,Gunnison County,Gunnison
Colorado,8053,Hinsdale County,Lake City
Colorado,8055,Huerfano County,Walsenburg
Colorado,8057,Jackson County,Walden
Colorado,8059,Jefferson County,Golden
Colorado,8061,Kiowa County,Eads
Colorado,8063,Kit Carson County,Burlington
Colorado,8067,La Plata County,Durango
Colorado,8065,Lake County,Leadville
Colorado,8069,Larimer County,Fort Collins
Colorado,8071,Las Animas County,Trinidad
Colorado,8073,Lincoln County,Hugo
Colorado,8075,Logan County,Sterling
Colorado,8077,Mesa County,Grand Junction
Colorado,8079,Mineral County,Creede
Colorado,8081,Moffat County,Craig
Colorado,8083,Montezuma County,Cortez
Colorado,8085,Montrose County,Montrose
Colorado,8087,Morgan County,Fort Morgan
Colorado,8089,Otero County,La Junta
Colorado,8091,Ouray County,Ouray
Colorado,8093,Park County,Fairplay
Colorado,8095,Phillips County,Holyoke
Colorado,8097,Pitkin County,Aspen
Colorado,8099,Prowers County,Lamar
Colorado,8101,Pueblo County,Pueblo
Colorado,8103,Rio Blanco County,Meeker
Colorado,8105,Rio Grande County,Del Norte
Colorado,8107,Routt County,Steamboat Springs
Colorado,8109,Saguache County,Saguache
Colorado,8111,San Juan County,Silverton
Colorado,8113,San Miguel County,Telluride
Colorado,8115,Sedgwick County,Julesburg
Colorado,8117,Summit County,Breckenridge
Colorado,8119,Teller County,Cripple Creek
Colorado,8121,Washington County,Akron
Colorado,8123,Weld County,Greeley
Colorado,8125,Yuma County,Wray
Connecticut,9001,Fairfield County,Bridgeport
Connecticut,9003,Hartford County,Hartford
Connecticut,9005,Litchfield County,Litchfield
Connecticut,9007,Middlesex County,Middletown
Connecticut,9009,New Haven County,New Haven
Connecticut,9011,New London County,New London
Connecticut,9013,Tolland County,Vernon
Connecticut,9015,Windham County,Willimantic
Delaware,10001,Kent County,Dover
Delaware,10001,Kent County,Dover
Delaware,10003,New Castle County,Wilmington
Delaware,10005,Sussex County,Georgetown
Florida,12001,Alachua County,Gainesville
Florida,12003,Baker County,Macclenny
Florida,12005,Bay County,Panama City
Florida,12007,Bradford County,Starke
Florida,12009,Brevard County,Titusville
Florida,12011,Broward County,Fort Lauderdale
Florida,12013,Calhoun County,Blountstown
Florida,12015,Charlotte County,Punta Gorda
Florida,12017,Citrus County,Inverness
Florida,12019,Clay County,Green Cove Springs
Florida,12021,Collier County,East Naples
Florida,12023,Columbia County,Lake City
Florida,12027,DeSoto County,Arcadia
Florida,12029,Dixie County,Cross City
Florida,12031,Duval County,Jacksonville
Florida,12033,Escambia County,Pensacola
Florida,12033,Escambia County,Pensacola
Florida,12035,Flagler County,Bunnell
Florida,12037,Franklin County,Apalachicola
Florida,12039,Gadsden County,Quincy
Florida,12041,Gilchrist County,Trenton
Florida,12043,Glades County,Moore Haven
Florida,12045,Gulf County,Port St. Joe
Florida,12047,Hamilton County,Jasper
Florida,12049,Hardee County,Wauchula
Florida,12051,Hendry County,LaBelle
Florida,12053,Hernando County,Brooksville
Florida,12055,Highlands County,Sebring
Florida,12057,Hillsborough County,Tampa
Florida,12059,Holmes County,Bonifay
Florida,12061,Indian River County,Vero Beach
Florida,12063,Jackson County,Marianna
Florida,12065,Jefferson County,Monticello
Florida,12067,Lafayette County,Mayo
Florida,12069,Lake County,Tavares
Florida,12071,Lee County,Fort Myers
Florida,12073,Leon County,Tallahassee
Florida,12075,Levy County,Bronson
Florida,12077,Liberty County,Bristol
Florida,12079,Madison County,Madison
Florida,12081,Manatee County,Bradenton
Florida,12083,Marion County,Ocala
Florida,12085,Martin County,Stuart
Florida,12086,Miami-Dade County,Miami
Florida,12087,Monroe County,Key West
Florida,12089,Nassau County,Fernandina Beach
Florida,12091,Okaloosa County,Crestview
Florida,12093,Okeechobee County,Okeechobee
Florida,12095,Orange County,Orlando
Florida,12097,Osceola County,Kissimmee
Florida,12099,Palm Beach County,West Palm Beach
Florida,12101,Pasco County,Dade City
Florida,12103,Pinellas County,Clearwater
Florida,12105,Polk County,Bartow
Florida,12107,Putnam County,Palatka
Florida,12113,Santa Rosa County,Milton
Florida,12115,Sarasota County,Sarasota
Florida,12117,Seminole County,Sanford
Florida,12109,St. Johns County,St. Augustine
Florida,12111,St. Lucie County,Fort Pierce
Florida,12119,Sumter County,Bushnell
Florida,12121,Suwannee County,Live Oak
Florida,12123,Taylor County,Perry
